"triangles","roles","presentation_position","stimid","hm_rotations","decoydist","timelimit","area1","area2","area3","NorthSouth1","NorthSouth2","NorthSouth3","EastWest1","EastWest2","EastWest3","orientation1","orientation2","orientation3","templatetype1","templatetype2","templatetype3","presentation1","presentation2","presentation3","ppntID","positionchosen","rolechosen","drawtime","responsetime","presentationsequence"
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":85,""height"":58.823529411764696,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":85,""y1"":0,""y2"":58.823529411764696,""y3"":0,""x2"":21.25}]","[""targ"",""comp"",""decoy""]","[0,1,2]","compromise-0.15shapes012",0,"-0.15",2000,2500,2500.000000000002,2500,50,100,58.823529411764696,100,50,85,0,1,0,"equilateral","rightangle","skew",0,1,2,"5489673","1","comp",1538071395946,1538071397610,37
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":85,""height"":58.823529411764696,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":85,""x2"":-58.823529411764696}]","[""targ"",""comp"",""decoy""]","[1,2,0]","compromise-0.15shapes010",1,"-0.15",2000,2500.000000000002,2500,2499.9999999999995,100,50,85,50,100,58.823529411764696,1,2,1,"rightangle","equilateral","rightangle",1,2,0,"5489673","2","targ",1538071397610,1538071398979,38
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":47.4341649025257,""y3"":94.8683298050514,""x2"":-47.4341649025257}]","[""targ"",""comp"",""decoy""]","[1,0,2]","attraction0.9shapes100",1,"0.9",2000,2500.000000000002,2500,2250.0000000000014,100,50,94.8683298050514,50,100,47.4341649025257,1,2,1,"rightangle","equilateral","equilateral",1,0,2,"5489673","2","decoy",1538071398979,1538071400491,39
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-50,""y3"":-100,""x2"":50},{""base"":89.44271909999159,""height"":44.721359549995796,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-89.44271909999159,""y1"":0,""y2"":-44.721359549995796,""y3"":0,""x2"":-44.721359549995796}]","[""targ"",""comp"",""decoy""]","[0,2,1]","attraction0.8shapes100",2,"0.8",2000,2499.999999999999,2500,2000.0000000000005,50,100,44.721359549995796,100,50,89.44271909999159,2,3,2,"skew","equilateral","equilateral",0,2,1,"5489673","2","comp",1538071400491,1538071401523,40
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":95,""height"":52.631578947368396,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":95,""y1"":0,""y2"":52.631578947368396,""y3"":0,""x2"":23.75}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.05shapes000",0,"-0.05",2000,2499.999999999999,2499.999999999999,2499.9999999999995,50,100,52.631578947368396,100,50,95,0,1,0,"skew","skew","skew",2,1,0,"5489673","1","comp",1538071401523,1538071402899,41
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":90,""height"":55.5555555555556,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-90,""x2"":55.5555555555556}]","[""targ"",""comp"",""decoy""]","[1,0,2]","compromise-0.1shapes000",3,"-0.1",2000,2500.000000000002,2500.000000000002,2500.000000000001,100,50,90,50,100,55.5555555555556,3,0,3,"rightangle","rightangle","rightangle",1,0,2,"5489673","1","targ",1538071402899,1538071404212,42
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":0},{""base"":114.01754250991401,""height"":57.008771254956905,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":114.01754250991401,""x2"":-57.008771254956905}]","[""targ"",""comp"",""decoy""]","[1,2,0]","winner1.3shapes000",1,"1.3",2000,2500.000000000002,2500.000000000002,3250.0000000000077,100,50,114.01754250991401,50,100,57.008771254956905,1,2,1,"rightangle","rightangle","rightangle",1,2,0,"5489673","1","decoy",1538071404212,1538071405123,43
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-104.880884817015,""y1"":0,""y2"":-52.44044240850761,""y3"":0,""x2"":-26.22022120425375}]","[""targ"",""comp"",""decoy""]","[0,1,2]","winner1.1shapes000",2,"1.1",2000,2499.999999999999,2499.999999999999,2749.999999999998,50,100,52.44044240850761,100,50,104.880884817015,2,3,2,"skew","skew","skew",0,1,2,"5489673","2","decoy",1538071405123,1538071407116,44
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":95,""height"":52.631578947368396,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-95,""y1"":0,""y2"":-52.631578947368396,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[0,2,1]","compromise-0.05shapes010",2,"-0.05",2000,2500.000000000002,2499.999999999999,2499.9999999999995,50,100,52.631578947368396,100,50,95,2,3,2,"rightangle","skew","rightangle",0,2,1,"5489673","1","decoy",1538071407116,1538071408972,45
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":97.5,""y1"":0,""y2"":51.2820512820513,""y3"":0,""x2"":24.375}]","[""targ"",""comp"",""decoy""]","[1,2,0]","compromise-0.025shapes000",0,"-0.025",2000,2499.999999999999,2499.999999999999,2500.0000000000014,50,100,51.2820512820513,100,50,97.5,0,1,0,"skew","skew","skew",1,2,0,"5489673","2","targ",1538071415979,1538071417773,47
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":83.6660026534076,""height"":41.8330013267038,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":41.8330013267038,""y3"":83.6660026534076,""x2"":-41.8330013267038}]","[""targ"",""comp"",""decoy""]","[2,1,0]","attraction0.7shapes010",1,"0.7",2000,2500,2499.999999999999,1750.000000000002,100,50,83.6660026534076,50,100,41.8330013267038,1,2,1,"equilateral","skew","equilateral",2,1,0,"5489673","1","comp",1538071417773,1538071419005,48
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-50,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":95,""height"":52.631578947368396,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-95,""x2"":52.631578947368396}]","[""targ"",""comp"",""decoy""]","[0,1,2]","compromise-0.05shapes001",3,"-0.05",2000,2500,2500,2499.9999999999995,100,50,95,50,100,52.631578947368396,3,0,3,"equilateral","equilateral","rightangle",0,1,2,"5489673","2","decoy",1538071419006,1538071420830,49
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":90,""height"":55.5555555555556,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":90,""x2"":-55.5555555555556}]","[""targ"",""comp"",""decoy""]","[0,1,2]","compromise-0.1shapes001",1,"-0.1",2000,2500,2500,2500.000000000001,100,50,90,50,100,55.5555555555556,1,2,1,"equilateral","equilateral","rightangle",0,1,2,"5489673","2","decoy",1538071420830,1538071421790,50
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":83.6660026534076,""height"":41.8330013267038,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-83.6660026534076,""y1"":0,""y2"":-41.8330013267038,""y3"":0,""x2"":0}]","[""targ"",""comp"",""decoy""]","[1,2,0]","attraction0.7shapes100",2,"0.7",2000,2499.999999999999,2500.000000000002,1750.0000000000018,50,100,41.8330013267038,100,50,83.6660026534076,2,3,2,"skew","rightangle","rightangle",1,2,0,"5489673","0","comp",1538071421790,1538071423150,51
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-50,""y3"":-100,""x2"":50},{""base"":109.54451150103299,""height"":54.7722557505166,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-109.54451150103299,""y1"":0,""y2"":-54.7722557505166,""y3"":0,""x2"":-27.386127875258246}]","[""targ"",""comp"",""decoy""]","[2,1,0]","winner1.2shapes001",2,"1.2",,2500,2500,2999.999999999994,50,100,54.7722557505166,100,50,109.54451150103299,2,3,2,"equilateral","equilateral","skew",2,1,0,"5489673","2","targ",1538071435527,1538071446865,53
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":89.44271909999159,""height"":44.721359549995796,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":89.44271909999159,""y1"":0,""y2"":44.721359549995796,""y3"":0,""x2"":44.721359549995796}]","[""targ"",""comp"",""decoy""]","[0,1,2]","attraction0.8shapes100",0,"0.8",,2499.999999999999,2500,2000.0000000000005,50,100,44.721359549995796,100,50,89.44271909999159,0,1,0,"skew","equilateral","equilateral",0,1,2,"5489673","1","comp",1538071446865,1538071455244,54
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":104.880884817015,""y1"":0,""y2"":52.44044240850761,""y3"":0,""x2"":52.4404424085075}]","[""targ"",""comp"",""decoy""]","[1,2,0]","winner1.1shapes001",0,"1.1",,2499.999999999999,2499.999999999999,2749.999999999996,50,100,52.44044240850761,100,50,104.880884817015,0,1,0,"skew","skew","equilateral",1,2,0,"5489673","1","decoy",1538071455244,1538071458547,55
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":24.375,""y3"":97.5,""x2"":-51.2820512820513}]","[""targ"",""comp"",""decoy""]","[1,0,2]","compromise-0.025shapes100",1,"-0.025",,2500.000000000002,2499.999999999999,2500.0000000000014,100,50,97.5,50,100,51.2820512820513,1,2,1,"rightangle","skew","skew",1,0,2,"5489673","1","targ",1538071458547,1538071461211,56
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":94.8683298050514,""y1"":0,""y2"":47.4341649025257,""y3"":0,""x2"":47.4341649025257}]","[""targ"",""comp"",""decoy""]","[0,1,2]","attraction0.9shapes100",0,"0.9",,2500.000000000002,2500,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,0,1,0,"rightangle","equilateral","equilateral",0,1,2,"5489673","1","comp",1538071461211,1538071463260,57
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-50,""y3"":-100,""x2"":50},{""base"":97.5,""height"":51.2820512820513,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-97.5,""y1"":0,""y2"":-51.2820512820513,""y3"":0,""x2"":-24.375}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.025shapes010",2,"-0.025",,2499.999999999999,2500,2500.0000000000014,50,100,51.2820512820513,100,50,97.5,2,3,2,"skew","equilateral","skew",2,1,0,"5489673","1","comp",1538071463260,1538071467155,58
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":83.6660026534076,""height"":41.8330013267038,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":83.6660026534076,""y1"":0,""y2"":41.8330013267038,""y3"":0,""x2"":41.8330013267038}]","[""targ"",""comp"",""decoy""]","[1,0,2]","attraction0.7shapes001",0,"0.7",,2500.000000000002,2500.000000000002,1750.000000000002,50,100,41.8330013267038,100,50,83.6660026534076,0,1,0,"rightangle","rightangle","equilateral",1,0,2,"5489673","2","decoy",1538071467155,1538071468708,59
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":0},{""base"":85,""height"":58.823529411764696,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-21.25,""y3"":-85,""x2"":58.823529411764696}]","[""targ"",""comp"",""decoy""]","[0,1,2]","compromise-0.15shapes010",3,"-0.15",,2499.999999999999,2500.000000000002,2500,100,50,85,50,100,58.823529411764696,3,0,3,"skew","rightangle","skew",0,1,2,"5489673","2","decoy",1538071468708,1538071472733,60
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":89.44271909999159,""height"":44.721359549995796,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":89.44271909999159,""y1"":0,""y2"":44.721359549995796,""y3"":0,""x2"":22.360679774997898}]","[""targ"",""comp"",""decoy""]","[1,0,2]","attraction0.8shapes010",0,"0.8",,2499.999999999999,2500.000000000002,2000.000000000001,50,100,44.721359549995796,100,50,89.44271909999159,0,1,0,"skew","rightangle","skew",1,0,2,"5489673","1","targ",1538071472733,1538071479572,61
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":90,""height"":55.5555555555556,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":90,""x2"":-55.5555555555556}]","[""targ"",""comp"",""decoy""]","[1,0,2]","compromise-0.1shapes001",1,"-0.1",,2500,2500,2500.000000000001,100,50,90,50,100,55.5555555555556,1,2,1,"equilateral","equilateral","rightangle",1,0,2,"5489673","1","targ",1538071479572,1538071487416,62
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":104.880884817015,""height"":52.44044240850761,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-104.880884817015,""y1"":0,""y2"":-52.44044240850761,""y3"":0,""x2"":-26.22022120425375}]","[""targ"",""comp"",""decoy""]","[1,0,2]","winner1.1shapes010",2,"1.1",,2499.999999999999,2500.000000000002,2749.999999999998,50,100,52.44044240850761,100,50,104.880884817015,2,3,2,"skew","rightangle","skew",1,0,2,"5489673","0","comp",1538071487416,1538071489831,63
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":83.6660026534076,""height"":41.8330013267038,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":20.9165006633519,""y3"":83.6660026534076,""x2"":-41.8330013267038}]","[""targ"",""comp"",""decoy""]","[1,2,0]","attraction0.7shapes100",1,"0.7",,2500,2499.999999999999,1750.0000000000032,100,50,83.6660026534076,50,100,41.8330013267038,1,2,1,"equilateral","skew","skew",1,2,0,"5489673","0","comp",1538071489831,1538071492207,64
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-50,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":85,""height"":58.823529411764696,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-21.25,""y3"":-85,""x2"":58.823529411764696}]","[""targ"",""comp"",""decoy""]","[0,1,2]","compromise-0.15shapes001",3,"-0.15",,2500,2500,2500,100,50,85,50,100,58.823529411764696,3,0,3,"equilateral","equilateral","skew",0,1,2,"5489673","2","decoy",1538071492207,1538071495047,65
"[{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-50},{""base"":89.44271909999159,""height"":44.721359549995796,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":44.721359549995796,""y3"":89.44271909999159,""x2"":-44.721359549995796}]","[""targ"",""comp"",""decoy""]","[0,2,1]","attraction0.8shapes000",1,"0.8",,2500,2500,2000.0000000000005,100,50,89.44271909999159,50,100,44.721359549995796,1,2,1,"equilateral","equilateral","equilateral",0,2,1,"5489673","2","comp",1538071495047,1538071497640,66
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":25,""y3"":100,""x2"":-50},{""base"":90,""height"":55.5555555555556,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":90,""y1"":0,""y2"":55.5555555555556,""y3"":0,""x2"":22.5}]","[""targ"",""comp"",""decoy""]","[2,1,0]","compromise-0.1shapes000",0,"-0.1",,2499.999999999999,2499.999999999999,2500.000000000002,50,100,55.5555555555556,100,50,90,0,1,0,"skew","skew","skew",2,1,0,"5489673","1","comp",1538071497640,1538071504752,67
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":50},{""base"":109.54451150103299,""height"":54.7722557505166,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-27.386127875258246,""y3"":-109.54451150103299,""x2"":54.7722557505166}]","[""targ"",""comp"",""decoy""]","[0,1,2]","winner1.2shapes012",3,"1.2",,2500.000000000002,2500,2999.999999999994,100,50,109.54451150103299,50,100,54.7722557505166,3,0,3,"rightangle","equilateral","skew",0,1,2,"5489673","0","targ",1538071504752,1538071507780,68
"[{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":0},{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":-25,""y3"":-100,""x2"":50},{""base"":90,""height"":55.5555555555556,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-90,""y1"":0,""y2"":-55.5555555555556,""y3"":0,""x2"":-22.5}]","[""targ"",""comp"",""decoy""]","[1,2,0]","compromise-0.1shapes100",2,"-0.1",,2500.000000000002,2499.999999999999,2500.000000000002,50,100,55.5555555555556,100,50,90,2,3,2,"rightangle","skew","skew",1,2,0,"5489673","2","targ",1538071507780,1538071518155,69
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":2,""x1"":0,""x3"":-100,""y1"":0,""y2"":-50,""y3"":0,""x2"":-25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":3,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":-100,""x2"":50},{""base"":90,""height"":55.5555555555556,""templatetype"":""equilateral"",""orientation"":2,""x1"":0,""x3"":-90,""y1"":0,""y2"":-55.5555555555556,""y3"":0,""x2"":-45}]","[""targ"",""comp"",""decoy""]","[0,2,1]","compromise-0.1shapes012",2,"-0.1",,2499.999999999999,2500.000000000002,2500.000000000002,50,100,55.5555555555556,100,50,90,2,3,2,"skew","rightangle","equilateral",0,2,1,"5489673","1","decoy",1538071518155,1538071519635,70
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""rightangle"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":0,""y3"":100,""x2"":-50},{""base"":94.8683298050514,""height"":47.4341649025257,""templatetype"":""equilateral"",""orientation"":0,""x1"":0,""x3"":94.8683298050514,""y1"":0,""y2"":47.4341649025257,""y3"":0,""x2"":47.4341649025257}]","[""targ"",""comp"",""decoy""]","[0,2,1]","attraction0.9shapes012",0,"0.9",,2499.999999999999,2500.000000000002,2250.0000000000014,50,100,47.4341649025257,100,50,94.8683298050514,0,1,0,"skew","rightangle","equilateral",0,2,1,"5489673","2","comp",1538071519635,1538071531828,71
"[{""base"":100,""height"":50,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":100,""y1"":0,""y2"":50,""y3"":0,""x2"":25},{""base"":100,""height"":50,""templatetype"":""equilateral"",""orientation"":1,""x1"":0,""x3"":0,""y1"":0,""y2"":50,""y3"":100,""x2"":-50},{""base"":90,""height"":55.5555555555556,""templatetype"":""skew"",""orientation"":0,""x1"":0,""x3"":90,""y1"":0,""y2"":55.5555555555556,""y3"":0,""x2"":22.5}]","[""targ"",""comp"",""decoy""]","[2,0,1]","compromise-0.1shapes010",0,"-0.1",,2499.999999999999,2500,2500.000000000002,50,100,55.5555555555556,100,50,90,0,1,0,"skew","equilateral","skew",2,0,1,"5489673","2","comp",1538071531828,1538071533893,72
